,rnd,period,step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3,bprofit,sprofit,currentBidIdx,currentAskIdx,tprofit,bids,asks
1888,118,0,0,89.8,46.5,True,True,68.15,True,True,False,False,False,False,True,False,False,89.8,38.1,78.8,60.7,61.7,46.5,54.8,79.4,22.45440314887483,24.789615285403748,0,1,47.24401843427858,"[89.8, 38.1, 78.8, 60.7]","[61.7, 46.5, 54.8, 79.4]"
1889,118,0,1,74.9,40.6,True,True,57.75,True,False,False,False,True,True,False,False,False,62.8,68.9,60.2,74.9,40.6,64.6,41.8,62.8,25.251821636797445,18.830924939500584,3,0,44.08274657629803,"[62.8, 68.9, 60.2, 74.9]","[40.6, 64.6, 41.8, 62.8]"
1890,118,0,2,80.2,58.1,True,True,69.15,True,False,False,True,False,False,True,False,False,55.7,46.7,80.2,78.3,85.2,58.1,78.2,69.5,18.82796518555969,12.946361675319842,2,1,31.774326860879533,"[55.7, 46.7, 80.2, 78.3]","[85.2, 58.1, 78.2, 69.5]"
1891,118,0,3,76.0,62.7,True,True,69.35,True,False,True,False,False,True,False,False,False,44.8,76.0,54.1,51.3,62.7,74.1,86.7,65.5,15.17706421100668,17.453576102864616,1,0,32.6306403138713,"[44.8, 76.0, 54.1, 51.3]","[62.7, 74.1, 86.7, 65.5]"
1892,118,0,4,49.9,50.9,True,True,50.4,True,False,True,False,False,False,False,False,True,37.5,49.9,44.9,35.3,86.0,88.6,51.9,50.9,33.14655743578448,4.3011651144705,1,3,37.44772255025498,"[37.5, 49.9, 44.9, 35.3]","[86.0, 88.6, 51.9, 50.9]"
1893,118,0,5,72.2,60.6,True,True,66.4,True,False,True,False,False,True,False,False,False,43.5,72.2,44.3,44.4,60.6,62.9,84.1,73.3,10.48347855411302,13.874828789300715,1,0,24.358307343413735,"[43.5, 72.2, 44.3, 44.4]","[60.6, 62.9, 84.1, 73.3]"
1894,118,0,6,72.6,63.0,True,True,67.8,True,True,False,False,False,False,True,False,False,72.6,58.7,59.6,52.5,84.6,63.0,67.8,87.8,18.49577944182174,10.707994326911347,0,1,29.203773768733086,"[72.6, 58.7, 59.6, 52.5]","[84.6, 63.0, 67.8, 87.8]"
1895,118,0,7,86.2,66.1,True,True,76.15,True,False,False,True,False,False,True,False,False,54.7,45.0,86.2,56.3,69.2,66.1,68.3,66.1,10.15341366473939,18.683619719770988,2,1,28.837033384510377,"[54.7, 45.0, 86.2, 56.3]","[69.2, 66.1, 68.3, 66.1]"
1896,118,0,8,77.7,56.1,True,True,66.9,True,False,False,True,False,True,False,False,False,57.3,35.7,77.7,35.9,56.1,,76.2,86.1,15.436816497155775,12.20877588696824,2,0,27.645592384124015,"[57.3, 35.7, 77.7, 35.9]","[56.1, nan, 76.2, 86.1]"
1897,118,0,9,77.1,83.1,False,True,77.1,True,True,False,False,False,False,False,True,False,77.1,55.8,45.5,38.4,,,83.1,84.3,2.611524051156181,37.3313155366045,0,2,39.94283958776068,"[77.1, 55.8, 45.5, 38.4]","[nan, nan, 83.1, 84.3]"
1898,118,0,10,74.4,62.9,True,True,68.65,True,False,False,False,True,False,False,True,False,60.3,68.0,53.6,74.4,,,62.9,72.3,12.393490779991055,19.64325636736895,3,2,32.03674714736,"[60.3, 68.0, 53.6, 74.4]","[nan, nan, 62.9, 72.3]"
1899,118,0,11,71.9,51.9,True,True,61.900000000000006,True,False,False,False,True,False,False,True,False,46.5,66.0,51.6,71.9,,,51.9,80.4,15.586288850370707,10.37099919666597,3,2,25.957288047036677,"[46.5, 66.0, 51.6, 71.9]","[nan, nan, 51.9, 80.4]"
1900,118,0,12,63.6,46.5,True,True,55.05,True,False,False,False,True,False,False,False,True,58.0,58.2,51.5,63.6,,,60.8,46.5,14.985048034768312,8.680252227801972,3,3,23.665300262570284,"[58.0, 58.2, 51.5, 63.6]","[nan, nan, 60.8, 46.5]"
1901,118,0,13,54.1,70.6,True,True,62.349999999999994,True,False,False,True,False,False,False,False,True,42.3,35.6,54.1,,,,74.2,70.6,18.42956916373599,9.85979313254353,2,3,28.28936229627952,"[42.3, 35.6, 54.1, nan]","[nan, nan, 74.2, 70.6]"
1902,118,0,14,60.1,60.8,True,True,60.45,True,True,False,False,False,False,False,False,True,60.1,43.4,,,,,71.4,60.8,13.955713527835073,6.152552742244005,0,3,20.108266270079078,"[60.1, 43.4, nan, nan]","[nan, nan, 71.4, 60.8]"
1903,118,0,15,65.2,84.0,False,True,65.2,True,False,True,False,False,False,False,True,False,,65.2,,,,,84.0,,6.229000163502306,6.889085866389756,1,2,13.118086029892062,"[nan, 65.2, nan, nan]","[nan, nan, 84.0, nan]"
1904,119,0,0,76.9,46.0,True,True,61.45,True,False,False,False,True,False,False,False,True,57.5,63.5,49.9,76.9,46.9,69.1,77.2,46.0,20.012244572787097,15.598715852709631,3,3,35.61096042549673,"[57.5, 63.5, 49.9, 76.9]","[46.9, 69.1, 77.2, 46.0]"
1905,119,0,1,74.7,60.1,True,True,67.4,True,True,False,False,False,False,False,False,True,74.7,60.4,40.3,57.8,62.9,80.3,67.7,60.1,25.903895191588035,18.87991401538828,0,3,44.783809206976315,"[74.7, 60.4, 40.3, 57.8]","[62.9, 80.3, 67.7, 60.1]"
1906,119,0,2,71.6,55.6,True,True,63.599999999999994,True,True,False,False,False,False,True,False,False,71.6,56.5,35.2,47.8,76.2,55.6,58.8,57.0,26.01789640272318,11.945282742281016,0,1,37.9631791450042,"[71.6, 56.5, 35.2, 47.8]","[76.2, 55.6, 58.8, 57.0]"
1907,119,0,3,79.0,56.3,True,True,67.65,True,True,False,False,False,True,False,False,False,79.0,52.8,53.9,59.7,56.3,61.7,64.8,58.9,17.956231636419915,22.330966333821884,0,0,40.2871979702418,"[79.0, 52.8, 53.9, 59.7]","[56.3, 61.7, 64.8, 58.9]"
1908,119,0,4,63.9,58.5,True,True,61.2,True,False,True,False,False,False,True,False,False,57.8,63.9,43.7,37.5,81.7,58.5,78.2,83.0,27.088909649557195,8.727932802963963,1,1,35.81684245252116,"[57.8, 63.9, 43.7, 37.5]","[81.7, 58.5, 78.2, 83.0]"
1909,119,0,5,68.8,50.9,True,True,59.849999999999994,True,False,False,True,False,False,False,False,True,62.4,60.3,68.8,58.1,78.4,54.9,75.3,50.9,19.383019066917328,10.173827168562752,2,3,29.55684623548008,"[62.4, 60.3, 68.8, 58.1]","[78.4, 54.9, 75.3, 50.9]"
1910,119,0,6,63.4,56.0,True,True,59.7,True,True,False,False,False,False,True,False,False,63.4,43.8,48.8,50.8,63.9,56.0,67.1,78.8,22.390453673569098,6.523529305154703,0,1,28.9139829787238,"[63.4, 43.8, 48.8, 50.8]","[63.9, 56.0, 67.1, 78.8]"
1911,119,0,7,64.4,51.5,True,True,57.95,True,False,False,False,True,False,False,False,True,,52.0,36.0,64.4,53.7,76.7,67.4,51.5,21.848505502002098,7.162972710229958,3,3,29.011478212232056,"[nan, 52.0, 36.0, 64.4]","[53.7, 76.7, 67.4, 51.5]"
1912,119,0,8,65.2,61.4,True,True,63.3,True,False,False,False,True,True,False,False,False,,63.4,47.4,65.2,61.4,88.7,80.3,,10.70451482339135,17.720799421738057,3,0,28.425314245129407,"[nan, 63.4, 47.4, 65.2]","[61.4, 88.7, 80.3, nan]"
1913,119,0,9,73.6,49.8,True,True,61.699999999999996,True,False,False,True,False,False,False,True,False,,38.1,73.6,56.2,86.7,81.2,49.8,,16.976438234070464,15.430607307403761,2,2,32.407045541474226,"[nan, 38.1, 73.6, 56.2]","[86.7, 81.2, 49.8, nan]"
1914,119,0,10,72.1,58.5,True,True,65.3,True,False,False,False,True,True,False,False,False,,69.7,40.8,72.1,58.5,64.5,81.4,,8.288127452811153,19.40643834460812,3,0,27.694565797419273,"[nan, 69.7, 40.8, 72.1]","[58.5, 64.5, 81.4, nan]"
1915,119,0,11,74.3,63.1,True,True,68.7,True,False,True,False,False,True,False,False,False,,74.3,52.9,,63.1,84.7,86.6,,14.893559648683407,20.431895047034757,1,0,35.325454695718165,"[nan, 74.3, 52.9, nan]","[63.1, 84.7, 86.6, nan]"
1916,119,0,12,76.8,56.9,True,True,66.85,True,False,True,False,False,False,False,True,False,,76.8,67.9,,,75.2,56.9,,11.283749449804873,16.820615323508342,1,2,28.104364773313215,"[nan, 76.8, 67.9, nan]","[nan, 75.2, 56.9, nan]"
1917,119,0,13,68.4,71.7,True,True,70.05000000000001,True,False,True,False,False,False,True,False,False,,68.4,54.5,,,71.7,87.4,,7.230661172624224,15.460547456121084,1,1,22.691208628745308,"[nan, 68.4, 54.5, nan]","[nan, 71.7, 87.4, nan]"
1918,119,0,14,41.6,82.4,False,False,,False,False,False,True,False,False,False,True,False,,,41.6,,,,82.4,,0.0,0.0,2,2,0.0,"[nan, nan, 41.6, nan]","[nan, nan, 82.4, nan]"
1919,119,0,15,52.8,58.5,True,True,55.65,True,False,False,True,False,False,False,True,False,,,52.8,,,,58.5,,21.549583664926836,4.276416167056311,2,2,25.825999831983147,"[nan, nan, 52.8, nan]","[nan, nan, 58.5, nan]"
1920,120,0,0,85.3,46.7,True,True,66.0,True,False,False,False,True,False,False,False,True,48.6,72.7,82.0,85.3,77.3,62.7,57.6,46.7,20.56693511390172,21.232975768791185,3,3,41.799910882692906,"[48.6, 72.7, 82.0, 85.3]","[77.3, 62.7, 57.6, 46.7]"
1921,120,0,1,81.1,73.0,True,True,77.05,True,False,True,False,False,False,False,False,True,42.0,81.1,37.8,66.9,81.2,87.3,81.0,73.0,7.507563036936958,29.794105077742593,1,3,37.30166811467955,"[42.0, 81.1, 37.8, 66.9]","[81.2, 87.3, 81.0, 73.0]"
1922,120,0,2,80.9,48.7,True,True,64.80000000000001,True,False,False,False,True,True,False,False,False,58.4,38.1,39.7,80.9,48.7,55.5,56.2,67.2,19.08124324017689,17.764597683022053,3,0,36.84584092319894,"[58.4, 38.1, 39.7, 80.9]","[48.7, 55.5, 56.2, 67.2]"
1923,120,0,3,79.1,50.5,True,True,64.8,True,True,False,False,False,True,False,False,False,79.1,45.6,65.3,39.1,50.5,85.3,62.3,73.5,21.47713196497247,17.73900437942261,0,0,39.21613634439508,"[79.1, 45.6, 65.3, 39.1]","[50.5, 85.3, 62.3, 73.5]"
1924,120,0,4,77.5,50.7,True,True,64.1,True,False,False,False,True,False,True,False,False,45.1,66.2,70.1,77.5,81.3,50.7,54.7,86.6,16.0454320920407,16.359391456286858,3,1,32.404823548327556,"[45.1, 66.2, 70.1, 77.5]","[81.3, 50.7, 54.7, 86.6]"
1925,120,0,5,74.6,52.2,True,True,63.4,True,False,False,True,False,False,False,True,False,38.9,68.2,74.6,40.4,80.0,85.0,52.2,73.2,24.424093415844403,11.797024777891949,2,2,36.22111819373635,"[38.9, 68.2, 74.6, 40.4]","[80.0, 85.0, 52.2, 73.2]"
1926,120,0,6,57.1,60.4,True,True,58.75,True,False,True,False,False,False,True,False,False,45.0,57.1,56.2,38.5,74.7,60.4,87.1,82.4,20.808518501720528,10.648702534637835,1,1,31.457221036358362,"[45.0, 57.1, 56.2, 38.5]","[74.7, 60.4, 87.1, 82.4]"
1927,120,0,7,75.5,71.5,True,True,73.5,True,True,False,False,False,True,False,False,False,75.5,66.7,44.0,56.8,71.5,74.2,73.6,81.9,8.584455068356647,25.0764989823558,0,0,33.66095405071245,"[75.5, 66.7, 44.0, 56.8]","[71.5, 74.2, 73.6, 81.9]"
1928,120,0,8,75.0,55.3,True,True,65.15,True,True,False,False,False,False,False,True,False,75.0,61.1,57.3,72.0,84.0,75.2,55.3,63.9,12.55598813067644,13.159349464765704,0,2,25.715337595442143,"[75.0, 61.1, 57.3, 72.0]","[84.0, 75.2, 55.3, 63.9]"
1929,120,0,9,71.4,70.1,True,True,70.75,True,False,False,False,True,False,True,False,False,48.2,63.2,43.3,71.4,84.3,70.1,73.9,86.3,9.32924365769847,18.773623389534876,3,1,28.102867047233346,"[48.2, 63.2, 43.3, 71.4]","[84.3, 70.1, 73.9, 86.3]"
1930,120,0,10,67.2,62.1,True,True,64.65,True,False,True,False,False,True,False,False,False,45.4,67.2,35.5,,62.1,68.9,65.0,76.0,12.83500679638479,11.65004350309674,1,0,24.48505029948153,"[45.4, 67.2, 35.5, nan]","[62.1, 68.9, 65.0, 76.0]"
1931,120,0,11,60.1,60.6,True,True,60.35,True,False,True,False,False,False,True,False,False,59.5,60.1,48.5,,,60.6,78.7,79.2,15.911537977871994,1.4746213738534806,1,1,17.386159351725475,"[59.5, 60.1, 48.5, nan]","[nan, 60.6, 78.7, 79.2]"
1932,120,0,12,70.3,62.8,True,True,66.55,True,False,False,True,False,False,False,True,False,40.0,,70.3,,,,62.8,81.0,20.349854474738464,14.235491885470317,2,2,34.58534636020878,"[40.0, nan, 70.3, nan]","[nan, nan, 62.8, 81.0]"
1933,120,0,13,72.8,62.6,True,True,67.7,True,False,False,True,False,False,False,True,False,64.6,,72.8,,,,62.6,73.9,15.403257548732157,10.502861467455254,2,2,25.90611901618741,"[64.6, nan, 72.8, nan]","[nan, nan, 62.6, 73.9]"
1934,120,0,14,57.9,55.2,True,True,56.55,True,True,False,False,False,False,False,False,True,57.9,,45.0,,,,,55.2,15.946402608397918,1.592054115190507,0,3,17.538456723588425,"[57.9, nan, 45.0, nan]","[nan, nan, nan, 55.2]"
1935,120,0,15,53.8,85.1,False,False,,False,False,False,True,False,False,False,False,True,,,53.8,,,,,85.1,0.0,0.0,2,3,0.0,"[nan, nan, 53.8, nan]","[nan, nan, nan, 85.1]"
1936,121,0,0,62.4,68.3,True,True,65.35,True,False,False,True,False,True,False,False,False,47.3,51.6,62.4,47.7,68.3,76.7,87.7,72.6,20.70795258181461,21.26864236756225,2,0,41.97659494937686,"[47.3, 51.6, 62.4, 47.7]","[68.3, 76.7, 87.7, 72.6]"
1937,121,0,1,55.4,47.8,True,True,51.599999999999994,True,True,False,False,False,False,False,False,True,55.4,43.5,51.7,36.4,76.8,48.5,70.6,47.8,33.895703691470615,7.895722937508211,0,3,41.791426628978826,"[55.4, 43.5, 51.7, 36.4]","[76.8, 48.5, 70.6, 47.8]"
1938,121,0,2,72.9,52.2,True,True,62.550000000000004,True,False,True,False,False,False,False,True,False,40.9,72.9,63.4,51.3,65.7,77.3,52.2,88.9,22.161087728076872,14.75384961400951,1,2,36.91493734208638,"[40.9, 72.9, 63.4, 51.3]","[65.7, 77.3, 52.2, 88.9]"
1939,121,0,3,69.0,67.6,True,True,68.3,True,True,False,False,False,False,False,True,False,69.0,63.1,50.7,66.5,68.0,68.8,67.6,89.2,14.46748923387878,16.80578402433793,0,2,31.27327325821671,"[69.0, 63.1, 50.7, 66.5]","[68.0, 68.8, 67.6, 89.2]"
1940,121,0,4,73.0,57.2,True,True,65.1,True,True,False,False,False,False,False,True,False,73.0,54.7,70.7,39.0,57.4,60.5,57.2,75.1,11.14973854832104,12.049361686900085,0,2,23.199100235221124,"[73.0, 54.7, 70.7, 39.0]","[57.4, 60.5, 57.2, 75.1]"
1941,121,0,5,75.8,55.3,True,True,65.55,True,False,False,False,True,False,False,True,False,54.6,52.0,56.5,75.8,69.5,84.9,55.3,87.4,19.50620435239817,10.838474518630058,3,2,30.34467887102823,"[54.6, 52.0, 56.5, 75.8]","[69.5, 84.9, 55.3, 87.4]"
1942,121,0,6,71.3,67.5,True,True,69.4,True,False,True,False,False,False,True,False,False,49.8,71.3,70.9,54.6,82.0,67.5,,79.8,13.220840588290486,29.92867375517792,1,1,43.149514343468404,"[49.8, 71.3, 70.9, 54.6]","[82.0, 67.5, nan, 79.8]"
1943,121,0,7,60.2,64.8,True,True,62.5,True,True,False,False,False,False,False,False,True,60.2,49.1,57.0,54.9,82.7,79.2,,64.8,9.175749199241977,14.460379850448376,0,3,23.636129049690354,"[60.2, 49.1, 57.0, 54.9]","[82.7, 79.2, nan, 64.8]"
1944,121,0,8,74.5,55.3,True,True,64.9,True,False,True,False,False,False,True,False,False,,74.5,43.6,48.0,62.3,55.3,,76.7,16.000443405240716,22.448589423683295,1,1,38.44903282892401,"[nan, 74.5, 43.6, 48.0]","[62.3, 55.3, nan, 76.7]"
1945,121,0,9,77.7,51.0,True,True,64.35,True,False,False,True,False,True,False,False,False,,42.5,77.7,46.7,51.0,64.7,,58.1,15.648277889190581,14.83553025394636,2,0,30.48380814313694,"[nan, 42.5, 77.7, 46.7]","[51.0, 64.7, nan, 58.1]"
1946,121,0,10,71.5,55.0,True,True,63.25,True,False,False,False,True,False,False,False,True,,58.7,55.8,71.5,86.0,81.2,,55.0,17.902746335683062,13.911795176438645,3,3,31.814541512121707,"[nan, 58.7, 55.8, 71.5]","[86.0, 81.2, nan, 55.0]"
1947,121,0,11,56.7,58.5,True,True,57.6,True,False,False,False,True,False,False,False,True,,51.3,36.9,56.7,66.9,88.3,,58.5,13.542753533771666,1.532748082091672,3,3,15.075501615863338,"[nan, 51.3, 36.9, 56.7]","[66.9, 88.3, nan, 58.5]"
1948,121,0,12,73.5,51.9,True,True,62.7,True,False,False,True,False,True,False,False,False,,49.1,73.5,61.3,51.9,84.6,,,16.402759411840805,10.829288179860825,2,0,27.23204759170163,"[nan, 49.1, 73.5, 61.3]","[51.9, 84.6, nan, nan]"
1949,121,0,13,70.9,43.9,True,True,57.400000000000006,True,False,True,False,False,False,True,False,False,,70.9,44.7,57.4,55.9,43.9,,,18.84972463026817,13.67855817679441,1,1,32.52828280706258,"[nan, 70.9, 44.7, 57.4]","[55.9, 43.9, nan, nan]"
1950,121,0,14,66.0,64.2,True,True,65.1,True,False,False,False,True,True,False,False,False,,,38.6,66.0,64.2,76.8,,,4.118610880981777,12.163804217833679,3,0,16.282415098815456,"[nan, nan, 38.6, 66.0]","[64.2, 76.8, nan, nan]"
1951,121,0,15,37.2,74.7,True,False,74.7,True,False,False,True,False,False,True,False,False,,,37.2,,,74.7,,,2.9754209552865944,13.800794940834407,2,1,16.776215896121002,"[nan, nan, 37.2, nan]","[nan, 74.7, nan, nan]"
1952,122,0,0,80.7,49.6,True,True,65.15,True,False,False,False,True,True,False,False,False,54.5,70.3,61.3,80.7,49.6,76.5,71.0,72.1,23.346045640586752,24.957787704616507,3,0,48.30383334520326,"[54.5, 70.3, 61.3, 80.7]","[49.6, 76.5, 71.0, 72.1]"
1953,122,0,1,72.3,54.4,True,True,63.349999999999994,True,False,False,True,False,True,False,False,False,38.4,52.3,72.3,63.2,54.4,57.0,58.6,72.6,19.805806182960765,15.029202212078616,2,0,34.83500839503938,"[38.4, 52.3, 72.3, 63.2]","[54.4, 57.0, 58.6, 72.6]"
1954,122,0,2,78.1,56.0,True,True,67.05,True,False,False,True,False,False,True,False,False,56.9,38.3,78.1,36.2,64.3,56.0,81.8,61.1,16.09849141346217,22.124212049529206,2,1,38.222703462991376,"[56.9, 38.3, 78.1, 36.2]","[64.3, 56.0, 81.8, 61.1]"
1955,122,0,3,80.6,48.2,True,True,64.4,True,False,False,False,True,False,False,True,False,52.2,38.2,64.8,80.6,70.3,54.7,48.2,87.1,22.049222485523217,22.0692154033192,3,2,44.118437888842415,"[52.2, 38.2, 64.8, 80.6]","[70.3, 54.7, 48.2, 87.1]"
1956,122,0,4,70.5,71.8,True,True,71.15,True,False,False,False,True,False,True,False,False,37.3,48.7,43.5,70.5,82.2,71.8,74.5,81.1,13.185367656222326,19.8706163913821,3,1,33.055984047604426,"[37.3, 48.7, 43.5, 70.5]","[82.2, 71.8, 74.5, 81.1]"
1957,122,0,5,57.4,43.7,True,True,50.55,True,False,False,True,False,False,False,False,True,39.7,37.0,57.4,51.9,64.5,69.6,66.1,43.7,31.134388475699183,8.023856697824023,2,3,39.158245173523206,"[39.7, 37.0, 57.4, 51.9]","[64.5, 69.6, 66.1, 43.7]"
1958,122,0,6,78.0,52.7,True,True,65.35,True,False,False,False,True,False,False,True,False,43.3,41.0,69.8,78.0,89.2,70.5,52.7,58.0,16.605048012828007,18.664446458353837,3,2,35.269494471181844,"[43.3, 41.0, 69.8, 78.0]","[89.2, 70.5, 52.7, 58.0]"
1959,122,0,7,61.8,65.6,True,True,63.699999999999996,True,False,True,False,False,False,False,False,True,44.2,61.8,51.3,,87.0,76.1,87.6,65.6,22.64900033105001,14.711872366880478,1,3,37.36087269793049,"[44.2, 61.8, 51.3, nan]","[87.0, 76.1, 87.6, 65.6]"
1960,122,0,8,66.8,57.4,True,True,62.099999999999994,True,False,False,True,False,False,False,True,False,61.5,63.4,66.8,,71.7,62.1,57.4,60.4,15.514780391472371,12.622993065480372,2,2,28.137773456952743,"[61.5, 63.4, 66.8, nan]","[71.7, 62.1, 57.4, 60.4]"
1961,122,0,9,52.7,71.9,True,False,71.9,True,True,False,False,False,False,False,False,True,52.7,41.7,,,83.8,72.1,77.8,71.9,9.955674417605735,18.550133899553167,0,3,28.505808317158902,"[52.7, 41.7, nan, nan]","[83.8, 72.1, 77.8, 71.9]"
1962,122,0,10,56.8,63.2,True,False,63.2,True,False,True,False,False,False,False,False,True,53.4,56.8,,,68.4,79.5,81.4,63.2,18.087717502431516,4.142766011618605,1,3,22.23048351405012,"[53.4, 56.8, nan, nan]","[68.4, 79.5, 81.4, 63.2]"
1963,122,0,11,78.6,63.3,True,True,70.94999999999999,True,False,True,False,False,True,False,False,False,36.8,78.6,,,63.3,89.6,78.0,,8.80405869696628,18.12044091494402,1,0,26.9244996119103,"[36.8, 78.6, nan, nan]","[63.3, 89.6, 78.0, nan]"
1964,122,0,12,70.4,74.5,True,True,72.45,True,False,True,False,False,False,True,False,False,49.9,70.4,,,86.8,74.5,78.4,,6.228892077401511,16.354344962246643,1,1,22.583237039648154,"[49.9, 70.4, nan, nan]","[86.8, 74.5, 78.4, nan]"
1965,122,0,13,58.7,80.5,True,False,80.5,True,True,False,False,False,False,False,True,False,58.7,,,,82.0,87.9,80.5,,0.5078815784079609,19.144192673884312,0,2,19.652074252292273,"[58.7, nan, nan, nan]","[82.0, 87.9, 80.5, nan]"
1966,122,0,14,43.9,59.1,True,False,59.1,True,True,False,False,False,True,False,False,False,43.9,,,,59.1,89.2,,,20.587648416392888,2.8518928049538346,0,0,23.439541221346722,"[43.9, nan, nan, nan]","[59.1, 89.2, nan, nan]"
1967,122,0,15,44.6,66.8,True,False,66.8,True,True,False,False,False,False,True,False,False,44.6,,,,,66.8,,,1.2661766003910628,10.443908228300053,0,1,11.710084828691116,"[44.6, nan, nan, nan]","[nan, 66.8, nan, nan]"
1968,123,0,0,70.8,56.5,True,True,63.65,True,False,True,False,False,False,False,False,True,45.0,70.8,60.2,41.1,83.2,71.4,75.6,56.5,25.48975954494336,17.615775084723886,1,3,43.10553462966725,"[45.0, 70.8, 60.2, 41.1]","[83.2, 71.4, 75.6, 56.5]"
1969,123,0,1,71.0,49.4,True,True,60.2,True,False,False,False,True,False,False,False,True,39.5,35.3,39.3,71.0,72.2,56.7,82.3,49.4,33.39885484798202,11.056212439629967,3,3,44.45506728761199,"[39.5, 35.3, 39.3, 71.0]","[72.2, 56.7, 82.3, 49.4]"
1970,123,0,2,74.2,57.9,True,True,66.05,True,False,False,True,False,False,True,False,False,72.7,55.4,74.2,71.0,89.0,57.9,70.5,80.1,22.517102067166164,18.751095579289867,2,1,41.26819764645603,"[72.7, 55.4, 74.2, 71.0]","[89.0, 57.9, 70.5, 80.1]"
1971,123,0,3,86.6,54.1,True,True,70.35,True,True,False,False,False,False,True,False,False,86.6,42.3,42.7,45.2,76.2,54.1,89.1,70.5,18.951498213637947,22.43469412569989,0,1,41.38619233933784,"[86.6, 42.3, 42.7, 45.2]","[76.2, 54.1, 89.1, 70.5]"
1972,123,0,4,75.4,52.1,True,True,63.75,True,False,False,False,True,False,True,False,False,42.7,51.2,37.2,75.4,74.9,52.1,86.6,78.2,22.67790686622527,15.498586790998644,3,1,38.176493657223915,"[42.7, 51.2, 37.2, 75.4]","[74.9, 52.1, 86.6, 78.2]"
1973,123,0,5,73.9,58.4,True,True,66.15,True,False,True,False,False,False,True,False,False,45.0,73.9,69.4,46.9,69.3,58.4,64.7,78.5,16.754123535206915,12.837474503788762,1,1,29.591598038995677,"[45.0, 73.9, 69.4, 46.9]","[69.3, 58.4, 64.7, 78.5]"
1974,123,0,6,82.1,63.3,True,True,72.69999999999999,True,True,False,False,False,False,False,True,False,82.1,67.7,39.1,50.8,83.3,,63.3,71.4,11.900264069344288,29.28002882165736,0,2,41.18029289100165,"[82.1, 67.7, 39.1, 50.8]","[83.3, nan, 63.3, 71.4]"
1975,123,0,7,69.7,61.8,True,True,65.75,True,False,False,False,True,True,False,False,False,58.4,67.4,55.3,69.7,61.8,,68.0,71.3,14.08022625932324,15.509031010242609,3,0,29.58925726956585,"[58.4, 67.4, 55.3, 69.7]","[61.8, nan, 68.0, 71.3]"
1976,123,0,8,56.1,68.9,True,True,62.5,True,True,False,False,False,False,False,False,True,56.1,43.2,38.0,43.3,77.5,,88.3,68.9,19.00630306434995,11.850186657057776,0,3,30.856489721407726,"[56.1, 43.2, 38.0, 43.3]","[77.5, nan, 88.3, 68.9]"
1977,123,0,9,68.8,64.6,True,True,66.69999999999999,True,True,False,False,False,False,False,True,False,68.8,38.7,53.8,64.3,76.8,,64.6,73.0,8.666151299255574,17.470906087573795,0,2,26.13705738682937,"[68.8, 38.7, 53.8, 64.3]","[76.8, nan, 64.6, 73.0]"
1978,123,0,10,58.1,59.5,True,True,58.8,True,False,False,True,False,True,False,False,False,,53.6,58.1,42.4,59.5,,82.4,83.7,26.68845854997177,6.891488190128754,2,0,33.579946740100524,"[nan, 53.6, 58.1, 42.4]","[59.5, nan, 82.4, 83.7]"
1979,123,0,11,72.6,70.0,True,True,71.3,True,False,False,True,False,False,False,True,False,,38.3,72.6,40.4,77.8,,70.0,77.6,9.533915710526784,21.215897204020017,2,2,30.7498129145468,"[nan, 38.3, 72.6, 40.4]","[77.8, nan, 70.0, 77.6]"
1980,123,0,12,52.4,57.3,True,True,54.849999999999994,True,False,False,True,False,False,False,True,False,,41.7,52.4,42.0,80.4,,57.3,85.4,19.12175614656516,3.8373020228046286,2,2,22.95905816936979,"[nan, 41.7, 52.4, 42.0]","[80.4, nan, 57.3, 85.4]"
1981,123,0,13,56.7,72.3,True,True,64.5,True,False,False,False,True,True,False,False,False,,53.2,,56.7,72.3,,,85.1,14.523944757931702,11.24207327340612,3,0,25.766018031337822,"[nan, 53.2, nan, 56.7]","[72.3, nan, nan, 85.1]"
1982,123,0,14,57.4,79.4,True,True,68.4,True,False,True,False,False,True,False,False,False,,57.4,,,79.4,,,83.9,11.170276097747077,12.000329168123017,1,0,23.170605265870094,"[nan, 57.4, nan, nan]","[79.4, nan, nan, 83.9]"
1983,123,0,15,56.2,89.0,False,False,,False,False,True,False,False,False,False,False,True,,56.2,,,,,,89.0,0.0,0.0,1,3,0.0,"[nan, 56.2, nan, nan]","[nan, nan, nan, 89.0]"
1984,124,0,0,75.1,46.6,True,True,60.849999999999994,True,False,False,False,True,False,False,True,False,69.5,70.1,60.8,75.1,76.4,82.3,46.6,63.4,19.0627320691967,18.66186590870032,3,2,37.72459797789702,"[69.5, 70.1, 60.8, 75.1]","[76.4, 82.3, 46.6, 63.4]"
1985,124,0,1,71.2,49.2,True,True,60.2,True,False,False,False,True,True,False,False,False,66.9,37.0,46.1,71.2,49.2,55.5,72.1,85.1,14.754283043060312,11.868464681625099,3,0,26.62274772468541,"[66.9, 37.0, 46.1, 71.2]","[49.2, 55.5, 72.1, 85.1]"
